Width,Height,Die #,New Die ID Format,# Per Page,Description,Shape,Corner,# Per Stroke,Strokes Per Page,Image,Prodcut Type,Cutter
1.51,4,P1176,P1176,24,Police Car,,NA,6,4,https://media.magnetguys.com/diecut_proof/D__P1176__4-x-1.51_P1176_CMD18120426_Police-Car.jpg,Magnets,Preco
4.25,11.875,P1177,P1177,2,Rectangle (length of the sheet),,Square,2,1,#N/A,Magnets,Preco
2.35,4.25,P1178,P1178,16,Rectangle,,Square,8,2,#N/A,Magnets,Preco
3.5,3,P1179,P1179,15,House Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1179__3.5-x-3_P1179_CMD18112822_House-Shape.jpg,Magnets,Preco
2.25,8,P1180,P1180,8,Wine bottle Shape,,NA,4,2,#N/A,Magnets,Preco
2.12,2.12,P1181,P1181,28,Rectangle,,Square,4,7,https://media.magnetguys.com/diecut_proof/D__P1181__2.12-x-2.12_P1181_Square-corner.jpg,Magnets,Preco
5,11.875,P1182,P1182,2,Rectangle,,Round,2,1,#N/A,Magnets,Preco
2.75,4.75,P1183,P1183,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
6.0741,11.5001,P1184,P1184,1,GQ Shape,,NA,1,1,#N/A,Magnets,Preco
2.5,3.75,P1185,P1185,18,Triangle Shape,,NA,9,2,#N/A,Magnets,Preco
5,7,P1186,P1186,4,Rectangle (with cuting line),,Square,2,2,#N/A,Magnets,Preco
3.75,5.75,P1187,P1187,6,Rectangle,,Round,3,2,#N/A,Magnets,Preco
1.7583,3.2958,P1188,P1188,30,Logo Shape,,NA,6,5,#N/A,Magnets,Preco
4.387,4.015,P1189,P1189,8,Shield Shape,,NA,2,4,#N/A,Magnets,Preco
2.12,2.12,P1190,P1190,28,Book Shape,,NA,4,7,#N/A,Magnets,Preco
3.5,5.5,P1191,P1191,9,Pig Shape,,NA,3,3,#N/A,Magnets,Preco
3.04,5.5,P1192,P1192,9,Pork Shape,,NA,3,3,#N/A,Magnets,Preco
2.75,7,P1193,P1193,6,Rectangle,,Round,3,2,https://media.magnetguys.com/diecut_proof/D__P1193__2.75-x-7_P1193_Round-corner_template.jpg,Magnets,Preco
3.8,3.5,P1194,P1194,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
4.5,3.6,P1195,P1195,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
3.3,5.4,P1196,P1196,10,Custom Shape,,NA,2,5,#N/A,Magnets,Preco
3.36,3.38,P1197,P1197,20,Magnifying glass shape,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P1197__3.38-x-3.36_P1197_CMD18121126_Magnifying-glass-shape.jpg,Magnets,Preco
1.68,3.18,P1198,P1198,25,Truck Shape,,NA,5,5,#N/A,Magnets,Preco
1.25,4,P1199,P1199,28,Rectangle,,Square,14,2,https://media.magnetguys.com/diecut_proof/D__P1199__1.25-x-4_P1199_Square-corner.jpg,Magnets,Preco
3.9633,6.6061,P1200,P1200,6,GAPP Shape,,NA,3,2,#N/A,Magnets,Preco
11,8.5,P1201,P1201,2,Kiss cut,,Square,1,2,#N/A,Magnets,Preco
3.88,3.5,P1202,P0093-P1202,12,Rectangle (P0093),,Square,6,2,https://media.magnetguys.com/diecut_proof/D__P0093-P1202__3.88-x-3.5_P0093-P1202_Square-corner_template.jpg,Magnets,Preco
4.5,5,P1203,P1203,6,Rectangle,,Square,2,3,#N/A,Magnets,Preco
5,5.296,P1204,P1204,6,Smiley Shape,,NA,2,3,#N/A,Magnets,Preco
3.3688,6,P1205,P1205,9,Breaststroke Swimming Shape,,NA,3,3,#N/A,Magnets,Preco
2.2844,6,P1206,P1206,12,Butterfly Swimming Shape,,NA,4,3,#N/A,Magnets,Preco
3.5385,6,P1207,P1207,9,Backstroke Swimming Shape,,NA,3,3,#N/A,Magnets,Preco
3.1417,6.5,P1208,P1208,6,Name board Shape,,NA,3,2,#N/A,Magnets,Preco
3.4644,6,P1209,P1209,9,Freestyle Swimming Shape,,NA,3,3,#N/A,Magnets,Preco
2.5113,2.5197,P1210,P1210,24,Write wood Circle,Circle,NA,4,6,#N/A,Magnets,Preco
2.873,3.4122,P1211,P1211,15,Highway Logo,,NA,3,5,#N/A,Magnets,Preco
3.375,4,P1212,P1212,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
5.5,8,P1213,P0152-P0259-P1213,4,Rectangle(See also P0152-P0259),,Round,2,2,#N/A,Magnets,Preco
4.8589,5.3602,P1214,P1214,6,91 Shape,,NA,2,3,#N/A,Magnets,Preco
4.9847,5.0738,P1215,P1215,6,91 Shape,,NA,2,3,#N/A,Magnets,Preco
4,7,P1216,P0033-P0129-P1216,6,Rectangle (See also P0033-P0129),Round,Round,3,2,#N/A,Magnets,Preco
5.75,7.13,P1217,P1217,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
4.7517,3.558,P1218,P1218,9,Trash Recycling Bin Shape,,NA,3,3,#N/A,Magnets,Preco
1.25,4.25,P1219,P1219,28,Limousine Shape,,NA,7,4,#N/A,Magnets,Preco
2.625,3,P1220,P1220,18,Cup Shape,,NA,3,6,#N/A,Magnets,Preco
2.25,5.25,P1221,P1221,18,Fish Shape,,NA,6,3,#N/A,Magnets,Preco
1.13,2.81,P1222,P1222,48,Truck Shape,,NA,8,6,https://media.magnetguys.com/diecut_proof/D__P1222__1.13-x-2.81_P1222_Truck-Shape.jpg,Magnets,Preco
1.924,4.123,P1223,P1223,20,Van Shape,,NA,5,4,#N/A,Magnets,Preco
2.41,3.24,P1224,P1224,18,House Shape,,NA,3,6,https://media.magnetguys.com/diecut_proof/D__P1224__3.24-x-2.41_P1224_CMD19011011_Custom-Shape.jpg,Magnets,Preco
2,2.63,P1225,P1225,30,Mortar & Pestle Shape,,NA,15,2,#N/A,Magnets,Preco
1.62,3.75,P1226,P1226,24,Custom Shape -Van,,NA,6,4,#N/A,Magnets,Preco
3,3,P1227,P1227,15,Heart Shape,Shaped,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1227__3-x-3_P1227_CM41068_Heart-Shape.jpg,Magnets,Preco
2.5,4,P1228,P1228,16,Oval,Oval,NA,8,2,#N/A,Magnets,Preco
9.32,3.26,P1229,P1229,5,Water Skate board,,NA,1,5,#N/A,Magnets,Preco
4.5,8.5,P1230,P1230,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
2.5,6.5,P1231,P1231,8,Rectangle,,Square,4,2,https://media.magnetguys.com/diecut_proof/D__P1231__6.5-x-2.5_P1231_square-corner_template.jpg,Magnets,Preco
2.5,2.5,P1232,P1232,24,T-Shirt shape,,NA,4,6,https://media.magnetguys.com/diecut_proof/D__P1232__2.5-x-2.5_P1232_CMD18122834_T-Shirt-Shape.jpg,Magnets,Preco
2.5,2.75,P1233,P1233,24,Rectangle,,Square,12,2,https://media.magnetguys.com/diecut_proof/D__P1233__2.5-x-2.75_P1233_Square-corner.jpg,Magnets,Preco
8,9.25,P1234,P1234,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
3.75,4.244,P1235,P1235,9,Shield Shape,,NA,3,3,#N/A,Magnets,Preco
3.15,2.14,P1236,P1236,25,Jacket Shape,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P1236__2.15-x-3.15_P1236_CMD19011442_Jacket-Shape.jpg,Magnets,Preco
2.75,3.87,P1237,P1237,16,Pig Shape,,NA,4,4,#N/A,Magnets,Preco
2.62,3.37,P1238,P1238,20,Dog Shape,,NA,4,5,#N/A,Magnets,Preco
2.34,3.5,P1239,P1239,21,United States Shape,Shaped,NA,3,7,https://media.magnetguys.com/diecut_proof/D__P1239__3.5-x-2.34_P1239_CM21688_United-State-Shape.jpg,Magnets,Preco
2.19,2.19,P1240,P1240,28,Rectangle,,Square,4,7,https://media.magnetguys.com/diecut_proof/D__P1240__2.19-x-2.19_P1240_Square-corner.jpg,Magnets,Preco
4.3662,6.1017,P1241,P1241,6,Logo Shield,,NA,2,3,#N/A,Magnets,Preco
2.95,4.96,P1242,P1242,9,Truck Shape,,NA,3,3,#N/A,Magnets,Preco
10,5,P1243,P1243,3,Kiss cut,,NA,1,3,#N/A,Magnets,Preco
2.725,4.383,P1244,P1244,16,Boot Shape,,NA,4,4,https://media.magnetguys.com/diecut_proof/D__P1244__2.725-x-4.383_P1244_CMD19011744_Boot-Shape.jpg,Magnets,Preco
6.25,1.25,P1245,P1245,14,Tooth brush Shape,,NA,7,2,https://media.magnetguys.com/diecut_proof/D__P1245__6.25-x-1.25_P1245_CMD19011809_Toothbrush-Shap.jpg,Magnets,Preco
6,1.5,P1246,P1246,18,Rectangle,,Square,6,3,https://media.magnetguys.com/diecut_proof/D__P1246__1.5-x-6_P1246_Square-corner.jpg,Magnets,Preco
6,4.35,P1247,P1247,6,Logo Shape,,NA,2,3,#N/A,Magnets,Preco
2.3829,3.1058,P1248,P1248,30,Pizza Slice,,NA,6,5,#N/A,Magnets,Preco
2.3424,5.0888,P1249,P1249,14,Van Shape,,NA,2,7,#N/A,Magnets,Preco
4,6.25,P1250,P1250,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
3.12,3.5,P1251,P1251,15,Horse Shape,,NA,3,5,#N/A,Magnets,Preco
3.5,2.5,P1252,P0199-P1252,18,Oval (see also P0199),Oval,Oval,9,2,https://media.magnetguys.com/diecut_proof/D__P0199-P1252__3.5-x-2.5_P0199-P1252_Oval.jpg,Magnets,Preco
4.8188,5.668,P1253,P1253,6,Parish Shape,,NA,3,2,#N/A,Magnets,Preco
2.87,2.49,P1254,P1254,24,Heart Shape (Custom Shape),,NA,4,6,#N/A,Magnets,Preco
7.25,9,P1255,P1255,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
2.5,2.5,P1256,P1256,24,Frame,,Round,4,6,#N/A,Magnets,Preco
2.36,6.32,P1257,P1257,10,Airplane Shape,,NA,5,2,https://media.magnetguys.com/diecut_proof/D__P1257__6.32-x-2.36_P1257_CMD19012704_Airplane-Shape.jpg,Magnets,Preco
4.5,4.5,P1258,P1258,6,Rectangle,,Round,2,3,#N/A,Magnets,Preco
2,4.25,P1259,P1259,20,Truck Shape,,NA,5,4,#N/A,Magnets,Preco
4,2,P1260,P0038-P1260,20,Rectangle - ( See also P0038 ),,Round,10,2,https://media.magnetguys.com/diecut_proof/D__P0038-P1260__4-x-2_P0038-P1260_Round-corner.jpg,Magnets,Preco
11.3024,11.6393,P1261,P1261,1,75 Shape,,NA,1,1,#N/A,Magnets,Preco
8,5,P1262,P1262,4,Heart Picture Frame,Picture Frame,NA,2,2,#N/A,Magnets,Preco
1.98,4.49,P1263,P1263,75,Bottle Shape,,NA,5,15,#N/A,Magnets,Preco
5.664,5.6659,P1264,P1264,6,Triangle Shape,,NA,2,3,#N/A,Magnets,Preco
3.5009,4,P1265,P1265,12,Heart Shape,,NA,3,4,#N/A,Magnets,Preco
2.2,6,P1266,P1266,12,Custom Shape Car,,NA,4,3,https://media.magnetguys.com/diecut_proof/D__P1266__6-x-2.2_P1266_CMD19012416_Car-Shape.jpg,Magnets,Preco
3,4,P1267,P1267,12,EGG Shape,,NA,3,4,#N/A,Magnets,Preco
3.5,4,P1268,P1268,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
6,6.32,P1269,P1269,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
1.7256,4.1191,P1270,P1270,20,Van Shape,,NA,5,4,#N/A,Magnets,Preco
4,9.25,P1271,P1271,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
2,1.88,P1272,P1272,40,Small Heart Shape,,NA,20,2,#N/A,Magnets,Preco
3.5,5.25,P1273,P1273,9,Rectangle,,Round,3,3,#N/A,Magnets,Preco
2,3,P1274,P1274,25,Heart Shape,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P1274__3-x-2_P1274_CMD19020117_Heart-Shape.jpg,Magnets,Preco
11.25,11.25,P1275,P1275,1,Feb Offer Kiss Cut,,Square,1,1,#N/A,Magnets,Preco
10.5,4,P1276,P1276,4,Kiss Cut with 0.6875 diamter circles,Kisscut,Square,1,4,#N/A,Magnets,Preco
5.3835,2.8167,P1277,P1277,9,Mobile Phone Shape,,NA,3,3,https://media.magnetguys.com/diecut_proof/D__P1277__2.8167-x-5.3835_P1277_CMD19020114_Mobile-Phone-Shape.jpg,Magnets,Preco
4,4,P1278,P1278,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
4,6.5,P1279,P1279,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
2,3.68,P1280,P1280,20,Tractor Shape,Shaped,NA,10,2,#N/A,Magnets,Preco
5.25,7.25,P1281,P1281,4,Picture Frame,Picture Frame,NA,2,2,#N/A,Magnets,Preco
6.125,7.375,P1282,P1282,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
5.2954,5.2372,P1283,P1283,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.75,3.25,P1284,P1284,16,Elephant Shape,,NA,4,4,#N/A,Magnets,Preco
3.9051,2.2767,P1285,P1285,20,Custom Shape,,NA,5,4,#N/A,Magnets,Preco
3.141,4.2479,P1286,P1286,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
1.5,2,P1287,P1287,48,Rectangle,,Square,24,2,#N/A,Magnets,Preco
6,3,P1288,P1288,6,Cloud Shape,,NA,3,2,#N/A,Magnets,Preco
3.5,4,P1289,P1289,12,2 Piece Puzzle,,NA,6,2,https://media.magnetguys.com/diecut_proof/D__P1289__4-x-3.5_P1289_CM212137_2-Piece-Puzzle-Shape.jpg,Magnets,Preco
4.6849,4.9132,P1290,P1290,6,Star Shape,,NA,2,3,#N/A,Magnets,Preco
4.75,7.75,P1291,P1291,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
3,4,P1292,P1292,12,Horseshoe Notekeeper,,NA,6,2,#N/A,Magnets,Preco
3.5625,2.7,P1293,P1293,12,Digital Camera Shape,,NA,6,2,#N/A,Magnets,Preco
4.78,4.79,P1294,P1294-P1867,6,The Harbor LI Logo,,NA,2,3,#N/A,Magnets,Preco
5.2197,5.9178,P1295,P1295,6,Badge Shape,,NA,2,3,#N/A,Magnets,Preco
8.25,11,P1296,P1296,2,Kiss cut,,NA,1,2,#N/A,Magnets,Preco
8.25,11,P1297,P1297,2,Kiss cut,,NA,1,2,#N/A,Magnets,Preco
11,11,P1298,P1298,1,Kiss cut,,NA,1,1,#N/A,Magnets,Preco
9,11,P1299,P1299,2,Kiss cut,,NA,1,2,#N/A,Magnets,Preco
9,11,P1300,P1300,2,Kiss cut,,NA,1,2,#N/A,Magnets,Preco
8.25,11,P1301,P1301,2,Kiss cut,,NA,1,2,#N/A,Magnets,Preco
9,11,P1302,P1302,2,Kiss cut,,NA,1,2,#N/A,Magnets,Preco
4.46,2.33,P1303,P1303,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
4.25,6.25,P1304,P1304,6,Picture Frame,Picture Frame,Square,3,2,#N/A,Magnets,Preco
4,4,P1305,P1305,12,Paw Shape,,NA,3,4,#N/A,Magnets,Preco
4,6,P1306,P1306,9,Batter with N,,NA,3,3,#N/A,Magnets,Preco
4.5,5,P1307,P1307,6,House,,NA,2,3,#N/A,Magnets,Preco
3,5,P1308,P1308,9,Puzzle,,NA,3,3,#N/A,Magnets,Preco
3.5,11.875,P1309,P1309,3,Rectangle,,Round,3,1,#N/A,Magnets,Preco
1.4138,3.2864,P1310,P1310,30,Bottle Shape,,NA,6,5,#N/A,Magnets,Preco
2.5,5,P1311,P1311,12,Hand Shape,,NA,4,3,https://media.magnetguys.com/diecut_proof/D__P1311__2.5-x-5_P1311_CMD19022030_Hand-Shape.jpg,Magnets,Preco
3,3,P1312,P1312,28,Fleur de lis Shape,,NA,4,7,#N/A,Magnets,Preco
4.74,5.88,P1313,P1313,6,Walnut Grove Shape,,NA,2,3,#N/A,Magnets,Preco
2.2376,2.632,P1314,P1314,24,Shield Shape,,NA,4,6,https://media.magnetguys.com/diecut_proof/D__P1314__2.632-x-2.2376_P1314_CMD19022135_Badge-shape.jpg,Magnets,Preco
5.5,5.5,P1315,P1315,6,Flower Shape,,NA,2,3,#N/A,Magnets,Preco
5.2,5.2,P1316,P1316,6,Picture Frame,Picture Frame,NA,2,3,#N/A,Magnets,Preco
3.5,4.46,P1317,P1317,12,Apple Shape,,NA,3,4,https://media.magnetguys.com/diecut_proof/D__P1317__3.4992-x-4.4605_P1317_CMD19022126_Apple-Shape.jpg,Magnets,Preco
2.5,3,P1318,P1318,20,Toilet Shape,,NA,4,5,#N/A,Magnets,Preco
2.15,4.047,P1319,P1319,20,Woman's Shape,,NA,5,4,https://media.magnetguys.com/diecut_proof/D__P1319__2.15-x-4.047_P1319_CMD19022605_Woman's-Shape.jpg,Magnets,Preco
5.8223,6.9683,P1320,P1320,4,Shield Shape,,NA,2,2,#N/A,Magnets,Preco
1.5,1.5,P1321,P1321,70,Socks Shape,,NA,7,10,#N/A,Magnets,Preco
5.99,4.91,P1322,P1322-P1330,6,Custom Shape(See also P1330),,NA,2,3,#N/A,Magnets,Preco
4,3,P1323,P1323,12,Bandaid Shape,,NA,3,4,#N/A,Magnets,Preco
2.496,2.6869,P1324,P1324,30,Socks Shape,,NA,5,6,#N/A,Magnets,Preco
3,5,P1325,P0025-P1325,10,Oval (See also P0025),Oval,NA,2,5,#N/A,Magnets,Preco
2.75,2.75,P1326,P0276-P1326,18,Circle (See also P0276),Circle,NA,9,2,https://media.magnetguys.com/diecut_proof/D__P0276-P1326__2.75_P0276-P1326_Circle.jpg,Magnets,Preco
5,5,P1327,P1327,6,Circle with Fluted Edge,Circle,NA,2,3,#N/A,Magnets,Preco
4.41,4.41,P1328,P1328,6,Octagon Shape,,NA,2,3,#N/A,Magnets,Preco
7,2.5,P1329,P1329,8,Rectangle,,Square,4,2,#N/A,Magnets,Preco
5.99,4.91,P1330,P1322-P1330,6,Custom Shape(See also P1322),,NA,2,3,#N/A,Magnets,Preco
4.32,1.99,P1331,P1331-P1340,20,Van (See also P1340),,NA,5,4,#N/A,Magnets,Preco
5,2.67,P1332,P1332,12,Rectangle,,Square,4,3,#N/A,Magnets,Preco
1.75,3,P1333,P1333,25,Rectangle,,Square,5,5,https://media.magnetguys.com/diecut_proof/D__P1333__1.75-x-3_P1333_Square-corner.jpg,Magnets,Preco
4,4,P1334,P1334,12,Rocket Shape,,NA,3,4,#N/A,Magnets,Preco
4.13,6.75,P1335,P1335,6,Barrel Shape,,NA,3,2,#N/A,Magnets,Preco
6,6,P1336,P1336,4,Badge Shape,,NA,2,2,#N/A,Magnets,Preco
2.86,1.8,P1337,P1337,25,Grocery Bag Shape,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P1337__1.80-x-2.86_P1337_CM517946_Grocery-Bag-Shape.jpg,Magnets,Preco
4.375,3,P1338,P1338,12,Rectangle,,Square,6,2,#N/A,Magnets,Preco
6.3551,2.5126,P1339,P1339,8,Car Shape,,NA,4,2,https://media.magnetguys.com/diecut_proof/D__P1339__6.3551-x-2.5126_P1339_CMD19022627_Car-Shape.jpg,Magnets,Preco
4.32,1.99,P1340,P1331-P1340,20,Van (See also P1331),,NA,5,4,#N/A,Magnets,Preco
4.411,6.2896,P1341,P1341,12,Diamond Shape,,NA,3,4,#N/A,Magnets,Preco
5.4207,3.3383,P1342,P1342,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
3.75,4.5,P1343,P1343,8,Rectangle,,Square,4,2,#N/A,Magnets,Preco
3,3.5,P1344,P1344,15,Apple Shape,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P1344__3-x-3.5_P1344_CMD19021342_Apple-Shape.jpg,Magnets,Preco
2.5,4.5,P1345,P0859-P1345,12,Mobile Phone(See also P0859),,Round,4,3,#N/A,Magnets,Preco
4,1.37,P1346,P1346,28,Car Shape,,NA,14,2,#N/A,Magnets,Preco
4,4,P1347,P1347,12,Camp Kernville Logo Shape,,NA,3,4,#N/A,Magnets,Preco
2.125,3.375,P1348,P1348,20,Rectangle,,Round,4,5,#N/A,Magnets,Preco
5.8129,4.7244,P1349,P1349,6,Shield Shape,,NA,2,3,#N/A,Magnets,Preco
3.5,5.3125,P1350,P1350,8,Rectangle,,Square,4,2,#N/A,Magnets,Preco
2.7337,2.1804,P1351,P1351,28,God is able Shape,,NA,4,7,#N/A,Magnets,Preco
3.25,2.8125,P1352,P1352,18,Dog Shape,,NA,9,2,https://media.magnetguys.com/diecut_proof/D__P1352__3.25-x-2.8125_P1352_CM41933_Dog-Shape.jpg,Magnets,Preco
5,1.5,P1353,P1353,18,Rectangle,,Square,6,3,https://media.magnetguys.com/diecut_proof/D__P1353__1.5-x-5_P1353_Square-corner.jpg,Magnets,Preco
8,4,P1354,P1354,6,Love Ya Man Shape,,NA,3,2,#N/A,Magnets,Preco
2.88,3.38,P1355,P1355,15,Blue mountain Shape,,NA,3,5,#N/A,Magnets,Preco
3.68,1.5,P1356,P1356,24,Truck Shape,,NA,12,2,#N/A,Magnets,Preco
4,7,P1357,P1357,6,NH Field Hockey,,NA,3,2,#N/A,Magnets,Preco
3,2,P1358,P1358,25,Swan Shape,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P1358__3-x-2_P1358_CMD19031605_Swan-Shape.jpg,Magnets,Preco
3.0324,3.0263,P1359,P1359,15,Penguin Shape,,NA,3,5,#N/A,Magnets,Preco
5,5,P1360,P1360,6,Star Shape,,NA,2,3,#N/A,Magnets,Preco
7,4.75,P1361,P1361,4,Ribbon with Round Shape,,NA,2,2,#N/A,Magnets,Preco
4,5,P1362,P1362,6,Shield Shape,,NA,2,3,#N/A,Magnets,Preco
4.5,5.25,P1363,P1363,6,Custom Round Corner,,NA,2,3,#N/A,Magnets,Preco
6.01,3.67,P1364,P1364,6,Custom Shape,,NA,3,2,#N/A,Magnets,Preco
4,6.08,P1365,P1365,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
4.15,1.67,P1366,P1366,24,Van Shape,,NA,6,4,https://media.magnetguys.com/diecut_proof/D__P1366__4.15-x-1.67_P1366_CMD19030704_Van-Shape.jpg,Magnets,Preco
0.75,2,P1367,P1367,88,BandAid,,NA,11,8,#N/A,Magnets,Preco
0.75,2,P1368,P1368,88,Stop Sign-Rectangle,,NA,11,8,#N/A,Magnets,Preco
11.875,10,P1369,P1369,1,Rectangle,,Round,1,1,#N/A,Magnets,Preco
3.5,5,P1370,P1370,9,Hand Shape,,NA,3,3,#N/A,Magnets,Preco
11.5,3.75,P1371,P1371,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
2.5,2.19,P1372,P1372,28,Telephone Shape,,NA,4,7,#N/A,Magnets,Preco
2.0699,2.3715,P1373,P1373,30,Pizza Shape,,NA,5,6,https://media.magnetguys.com/diecut_proof/D__P1373__2.0699-x-2.3715_P1373_CMD19011429_Pizza-Shape.jpg,Magnets,Preco
6,4,P1374,P0029-P0178-P1374,6,Oval (See also P0029-P0178 ),Oval,NA,3,2,#N/A,Magnets,Preco
4.1495,1.7808,P1375,P1375,24,Foot Shape,,NA,6,4,#N/A,Magnets,Preco
4.5098,4.553,P1376,P1376,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.6625,4.7991,P1377,P1377,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3,5.25,P1378,P1378,9,Rectangle,,Square,3,3,https://media.magnetguys.com/diecut_proof/D__P1378__3-x-5.25_P1378_Square-corner.jpg,Magnets,Preco
3.5,5.5,P1379,P1379,9,Coffee cup Save the Date,,NA,3,3,#N/A,Magnets,Preco
2.31,3.37,P1380,P1380,25,Hand Shape,,NA,5,5,#N/A,Magnets,Preco
3,5,P1381,P1381,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
4.875,4.875,P1382,P1382,6,circle shape,Circle,NA,2,3,#N/A,Magnets,Preco
6,6,P1383,P1383,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
5,5,P1384,P1384,6,Octagon,,NA,2,3,#N/A,Magnets,Preco
1.75,2.75,P1385,P1385,30,Rectangle,,Square,15,2,https://media.magnetguys.com/diecut_proof/D__P1385__1.75-x-2.75_P1385_Square-corner.jpg,Magnets,Preco
6.25,4.5.,P1386,P1386,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
4,4.75,P1387,P1387,8,Picture frame with puzzle and Square,Picture Frame,Square,4,2,#N/A,Magnets,Preco
3.24,4.01,P1388,P1388,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
1.81,4.43,P1389,P1389,24,Foot Shape,,NA,12,2,#N/A,Magnets,Preco
7,6.55,P1390,P1390,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
4.095,4.3787,P1391,P1391,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
6.6265,5.0944,P1392,P1392,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
1.62,1.62,P1393,P1393,54,Circle,Circle,NA,6,9,#N/A,Magnets,Preco
5.76,2.87,P1394,P1394,9,Infinity Shape,,NA,3,3,#N/A,Magnets,Preco
4.6,5.25,P1395,P1395,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.125,1.9,P1396,P1396,16,Multi Axle bus Shape,,NA,2,8,https://media.magnetguys.com/diecut_proof/D__P1396__5.125-x-1.9_P1396_CMD19032706_Multi-Axle-bus-Shape.jpg,Magnets,Preco
5.385,4.439,P1397,P1397,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4.7,5.77,P1398,P1398,6,Flower Pot Shape,,NA,2,3,#N/A,Magnets,Preco
11.875,9,P1399,P1399,1,Rectangle,,Round,1,1,#N/A,Magnets,Preco
1.9439,2.5,P1400,P1400,35,Duck Foot Shape,,NA,5,7,https://media.magnetguys.com/diecut_proof/D__P1400__1.9439-x-2.5_P1400_CMD19041037_Duck-Foot-Shape.jpg,Magnets,Preco
6,6,P1401,P1401,4,Triangle Shape,,NA,2,2,#N/A,Magnets,Preco
7.37,7.37,P1402,P1402,2,Circle,Circle,NA,1,2,#N/A,Magnets,Preco
5.5,4.75,P1403,P1403,6,Rectangle,,Square,2,3,#N/A,Magnets,Preco
3.4,8.09,P1404,P1404,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
4.5,6.5,P1405,P1405,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
4.23,7.13,P1406,P1406,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
4.89,1.6,P1407,P1407,18,Hearse Car Shape,,NA,6,3,#N/A,Magnets,Preco
4.93,3.04,P1408,P1408,10,Truck Shape,,NA,2,5,#N/A,Magnets,Preco
3.5,1.77,P1409,P1409,25,Nebraska Shape,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P1409__3.56-x-1.77_P1409_Nebraska-Shape.jpg,Magnets,Preco
3.5,4,P1410,P1410,12,Oval Shape,Oval,NA,6,2,#N/A,Magnets,Preco
1.25,5,P1411,P1411,24,Pencil Shape,,NA,8,3,#N/A,Magnets,Preco
7.53,3.01,P1412,P1412,6,Custom Shape,,NA,3,2,#N/A,Magnets,Preco
10.76,8.05,P1413,P1413,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
4.04,4.56,P1414,P1414,8,Badge Shape,,NA,2,4,#N/A,Magnets,Preco
4.11,1.87,P1415,P1415,20,Van Shape,,NA,5,4,#N/A,Magnets,Preco
7.5,3.25,P1416,P1416,6,Rectangle,,Square,3,2,https://media.magnetguys.com/diecut_proof/D__P1416__7.5-x-3.25_P1416_Square-corner.jpg,Magnets,Preco
4.074,10.0933,P1417,P1417,4,Circle top Square Corner,Shaped,NA,1,4,#N/A,Magnets,Preco
6,6,P1418,P1418-P0151,3,Rectangle (See also P0151),,Square,1,3,#N/A,Magnets,Preco
